region,state,lga,tier,count
North East,Bauchi,Jama'are,Tier 5,0
North West,Kebbi,Jega,Tier 5,0
North West,Kaduna,Jema'a,Tier 5,0
North East,Borno,Jere,Tier 5,0
North Central,Plateau,Jos East,Tier 5,0
North Central,Plateau,Jos North,Tier 5,0
North Central,Plateau,Jos South,Tier 5,0
North Central,Kogi,Kabba/Bunu,Tier 5,0
North West,Kano,Kabo,Tier 5,0
North West,Kaduna,Kachia,Tier 5,0
North West,Kaduna,Kaduna North,Tier 5,0
North West,Kaduna,Kaduna South,Tier 5,0
North West,Jigawa,Kafin Hausa,Tier 5,0
North West,Katsina,Kafur,Tier 5,0
North East,Borno,Kaga,Tier 5,0
North West,Kaduna,Kagarko,Tier 5,0
North West,Katsina,Kaita,Tier 5,0
South West,Oyo,Kajola,Tier 5,0
North West,Kaduna,Kajuru,Tier 5,0
North West,Kebbi,Kalgo,Tier 5,0
North East,Gombe,Kaltungo,Tier 5,0
North Central,Plateau,Kanam,Tier 5,0
North Central,Plateau,Kanke,Tier 5,0
North West,Katsina,Kankia,Tier 5,0
North West,Kano,Kano Municipal,Tier 5,0
North East,Yobe,Karasuwa,Tier 5,0
North West,Kano,Karaye,Tier 5,0
North East,Taraba,Karim Lamido,Tier 5,0
North Central,Nasarawa,Karu,Tier 5,0
North East,Bauchi,Katagum,Tier 5,0
North Central,Niger,Katcha,Tier 5,0
North West,Katsina,Katsina,Tier 5,0
North Central,Benue,Katsina-Ala,Tier 5,0
North West,Jigawa,Kaugama,Tier 5,0
North West,Kaduna,Kaura,Tier 5,0
North West,Zamfara,Kaura-Namoda,Tier 5,0
North West,Kaduna,Kauru,Tier 5,0
North West,Jigawa,Kazaure,Tier 5,0
North West,Sokoto,Kebbe,Tier 5,0
North Central,Nasarawa,Keffi,Tier 5,0
South South,Rivers,Khana,Tier 5,0
North West,Kano,Kibiya,Tier 5,0
North East,Bauchi,Kirfi,Tier 5,0
North West,Jigawa,Kiri Kasama,Tier 5,0
North West,Kano,Kiru,Tier 5,0
North West,Jigawa,Kiyawa,Tier 5,0
North West,Kebbi,Koko,Tier 5,0
North Central,Nasarawa,Kokona,Tier 5,0
South South,Bayelsa,Kolokuma/Opokuma,Tier 5,0
North East,Borno,Konduga,Tier 5,0
North Central,Benue,Konshisha,Tier 5,0
North Central,Niger,Kontagora,Tier 5,0
South West,Lagos,Kosofe,Tier 5,0
North Central,Kogi,Koton karfe,Tier 5,0
North West,Kaduna,Kubau,Tier 5,0
North West,Kaduna,Kudan,Tier 5,0
North Central,FCT/Abuja,Kuje,Tier 5,0
North West,Kano,Kumbotso,Tier 5,0
North West,Kano,Kunchi,Tier 5,0
North West,Kano,Kura,Tier 5,0
North West,Katsina,Kurfi,Tier 5,0
North East,Taraba,Kurmi,Tier 5,0
North West,Katsina,Kusada,Tier 5,0
North Central,FCT/Abuja,Kwali,Tier 5,0
North East,Gombe,Kwami,Tier 5,0
North Central,Benue,Kwande,Tier 5,0
North West,Sokoto,Kware,Tier 5,0
North East,Borno,Kwaya Kusar,Tier 5,0
North Central,Nasarawa,Lafia,Tier 5,0
South West,Oyo,Lagelu,Tier 5,0
South West,Lagos,Lagos Island,Tier 5,0
South West,Lagos,Lagos Mainland,Tier 5,0
North East,Adamawa,Lamurde,Tier 5,0
North Central,Plateau,Langtang North,Tier 5,0
North Central,Plateau,Langtang South,Tier 5,0
North Central,Niger,Lapai,Tier 5,0
North Central,Kwara,Latiagi,Tier 5,0
North East,Taraba,Lau,Tier 5,0
North Central,Niger,Lavun,Tier 5,0
North West,Kaduna,Lere,Tier 5,0
North Central,Benue,Logo,Tier 5,0
North Central,Kogi,Lokoja,Tier 5,0
North East,Yobe,Machina,Tier 5,0
North East,Adamawa,Madagali,Tier 5,0
North West,Kano,Madobi,Tier 5,0
North East,Borno,Mafa,Tier 5,0
North Central,Niger,Magama,Tier 5,0
North East,Borno,Magumeri,Tier 5,0
North West,Katsina,Mai'Adua,Tier 5,0
North East,Borno,Maiduguri,Tier 5,0
North West,Jigawa,Maigatari,Tier 5,0
North East,Adamawa,Maiha,Tier 5,0
North West,Kebbi,Maiyama,Tier 5,0
North West,Kaduna,Makarfi,Tier 5,0
North West,Kano,Makoda,Tier 5,0
North Central,Benue,Makurdi,Tier 5,0
North West,Jigawa,Malam Madori,Tier 5,0
North West,Katsina,Malumfashi,Tier 5,0
North Central,Plateau,Mangu,Tier 5,0
North West,Katsina,Mani,Tier 5,0
North West,Zamfara,Maradun,Tier 5,0
North Central,Niger,Mariga,Tier 5,0
North West,Zamfara,Maru,Tier 5,0
North Central,Niger,Mashegu,Tier 5,0
North West,Katsina,Mashi,Tier 5,0
North East,Adamawa,Mayo Belwa,Tier 5,0
South East,Imo,Mbaitoli,Tier 5,0
South South,Akwa-Ibom,Mbo,Tier 5,0
North East,Adamawa,Michika,Tier 5,0
North West,Jigawa,Miga,Tier 5,0
North Central,Plateau,Mikang,Tier 5,0
North West,Kano,Minjibir,Tier 5,0
North East,Bauchi,Misau,Tier 5,0
South South,Akwa-Ibom,Mkpat-Enin,Tier 5,0
South West,Ekiti,Moba,Tier 5,0
North Central,Niger,Mokwa,Tier 5,0
North Central,Kogi,Mopa-Muro,Tier 5,0
North Central,Kwara,Moro,Tier 5,0
North East,Adamawa,Mubi North,Tier 5,0
North East,Adamawa,Mubi South,Tier 5,0
North Central,Niger,Munya,Tier 5,0
South West,Lagos,Mushin,Tier 5,0
North East,Gombe,Nafada,Tier 5,0
North East,Yobe,Nangere,Tier 5,0
North West,Kano,Nasarawa,Tier 5,0
North Central,Nasarawa,Nasarawa Eggon,Tier 5,0
South South,Delta,Ndokwa East,Tier 5,0
South South,Delta,Ndokwa West,Tier 5,0
South South,Bayelsa,Nembe,Tier 5,0
North East,Borno,Nganzai,Tier 5,0
South East,Imo,Ngor Okpala,Tier 5,0
North East,Yobe,Nguru,Tier 5,0
North East,Bauchi,Ningi,Tier 5,0
South East,Imo,Njaba,Tier 5,0
South East,Anambra,Njikoka,Tier 5,0
South East,Enugu,Nkanu East,Tier 5,0
South East,Enugu,Nkanu West,Tier 5,0
South East,Imo,Nkwerre,Tier 5,0
South East,Anambra,Nnewi North,Tier 5,0
South East,Anambra,Nnewi South,Tier 5,0
South South,Akwa-Ibom,Nsit-Atai,Tier 5,0
South South,Akwa-Ibom,Nsit-Ibom,Tier 5,0
South South,Akwa-Ibom,Nsit-Ubium,Tier 5,0
South East,Enugu,Nsukka,Tier 5,0
North East,Adamawa,Numan,Tier 5,0
South East,Imo,Nwangele,Tier 5,0
South West,Ogun,Obafemi Owode,Tier 5,0
South South,Cross-River,Obanliku,Tier 5,0
North Central,Nasarawa,Obi,Tier 5,0
South East,Abia,Obi Ngwa,Tier 5,0
South South,Rivers,Obio-Akpor,Tier 5,0
South West,Osun,Obokun,Tier 5,0
South South,Akwa-Ibom,Obot Akara,Tier 5,0
South East,Imo,Obowo,Tier 5,0
South South,Cross-River,Obubra,Tier 5,0
South South,Cross-River,Obudu,Tier 5,0
South West,Ogun,Odeda,Tier 5,0
South West,Ondo,Odigbo,Tier 5,0
South West,Osun,Odo-Otin,Tier 5,0
South West,Ogun,Odogbolu,Tier 5,0
South South,Cross-River,Odukpani,Tier 5,0
North Central,Kwara,Offa,Tier 5,0
North Central,Kogi,Ofu,Tier 5,0
South South,Rivers,Ogba-Egbema-Ndoni,Tier 5,0
North Central,Benue,Ogbadibo,Tier 5,0
South East,Anambra,Ogbaru,Tier 5,0
South South,Bayelsa,Ogbia,Tier 5,0
South West,Oyo,Ogbomosho North,Tier 5,0
South West,Oyo,Ogbomosho South,Tier 5,0
South West,Oyo,Ogo Oluwa,Tier 5,0
South South,Cross-River,Ogoja,Tier 5,0
South South,Rivers,Ogu-Bolo,Tier 5,0
South West,Ogun,Ogun Waterside,Tier 5,0
South East,Imo,Oguta,Tier 5,0
South East,Abia,Ohafia,Tier 5,0
South East,Imo,Ohaji/Egbema,Tier 5,0
South South,Ebonyi,Ohaozara,Tier 5,0
South South,Ebonyi,Ohaukwu,Tier 5,0
North Central,Benue,Ohimini,Tier 5,0
South East,Enugu,Oji River,Tier 5,0
South West,Lagos,Ojo,Tier 5,0
North Central,Benue,Oju,Tier 5,0
North Central,Kwara,Oke Ero,Tier 5,0
North Central,Kogi,Okehi,Tier 5,0
North Central,Kogi,Okene,Tier 5,0
South East,Imo,Okigwe,Tier 5,0
South South,Rivers,Okirika,Tier 5,0
South West,Ondo,Okitipupa,Tier 5,0
South South,Akwa-Ibom,Okobo,Tier 5,0
South South,Delta,Okpe,Tier 5,0
North Central,Benue,Okpokwu,Tier 5,0
South West,Osun,Ola-Oluwa,Tier 5,0
North Central,Kogi,Olamaboro,Tier 5,0
South West,Osun,Olorunda,Tier 5,0
South West,Oyo,Olorunsogo,Tier 5,0
South West,Oyo,Oluyole,Tier 5,0
North Central,Kogi,Omala,Tier 5,0
South South,Rivers,Omuma,Tier 5,0
South West,Oyo,Ona Ara,Tier 5,0
South West,Ondo,Ondo East,Tier 5,0
South West,Ondo,Ondo West,Tier 5,0
South South,Ebonyi,Onicha,Tier 5,0
South East,Anambra,Onitsha North,Tier 5,0
South East,Anambra,Onitsha South,Tier 5,0
South South,Akwa-Ibom,Onna,Tier 5,0
South East,Imo,Onuimo,Tier 5,0
South South,Rivers,Opobo-Nkoro,Tier 5,0
South South,Edo,Oredo,Tier 5,0
South West,Oyo,Orelope,Tier 5,0
South South,Edo,Orhionmwon,Tier 5,0
South West,Osun,Ori-Ade,Tier 5,0
South West,Oyo,Orire,Tier 5,0
South East,Imo,Orlu,Tier 5,0
South West,Osun,Orolu,Tier 5,0
South South,Akwa-Ibom,Oron,Tier 5,0
South East,Imo,Orsu,Tier 5,0
South East,Imo,Oru East,Tier 5,0
South East,Imo,Oru West,Tier 5,0
South South,Akwa-Ibom,Oruk Anam,Tier 5,0
South East,Anambra,Orumba North,Tier 5,0
South East,Anambra,Orumba South,Tier 5,0
South West,Ondo,Ose,Tier 5,0
South South,Delta,Oshimili North,Tier 5,0
South South,Delta,Oshimili South,Tier 5,0
South West,Lagos,Oshodi-Isolo,Tier 5,0
South East,Abia,Osisioma,Tier 5,0
South West,Osun,Osogbo,Tier 5,0
North Central,Benue,Oturkpo,Tier 5,0
South South,Edo,Ovia North-East,Tier 5,0
South South,Edo,Ovia South-West,Tier 5,0
South South,Edo,Owan East,Tier 5,0
South South,Edo,Owan West,Tier 5,0
South East,Imo,Owerri Municipal,Tier 5,0
South East,Imo,Owerri North,Tier 5,0
South East,Imo,Owerri West,Tier 5,0
South West,Ondo,Owo,Tier 5,0
South West,Ekiti,Oye,Tier 5,0
South East,Anambra,Oyi,Tier 5,0
South South,Rivers,Oyigbo,Tier 5,0
South West,Oyo,Oyo East,Tier 5,0
South West,Oyo,Oyo West,Tier 5,0
North Central,Kwara,Oyun,Tier 5,0
North Central,Niger,Paikoro,Tier 5,0
North Central,Plateau,Pankshin,Tier 5,0
South South,Delta,Patani,Tier 5,0
South South,Rivers,Port Harcourt,Tier 5,0
North East,Yobe,Potiskum,Tier 5,0
North Central,Plateau,Quaran Pan,Tier 5,0
North Central,Niger,Rafi,Tier 5,0
North West,Kano,Rano,Tier 5,0
South West,Ogun,Remo North,Tier 5,0
North West,Katsina,Rimi,Tier 5,0
North West,Kano,Rimin Gado,Tier 5,0
North West,Jigawa,Ringim,Tier 5,0
North Central,Plateau,Riyom,Tier 5,0
North West,Kano,Rogo,Tier 5,0
North West,Jigawa,Roni,Tier 5,0
North West,Kaduna,Sabon Gari,Tier 5,0
South South,Bayelsa,Sagbama,Tier 5,0
North West,Kebbi,Sakaba,Tier 5,0
South West,Oyo,Saki East,Tier 5,0
South West,Oyo,Saki West,Tier 5,0
North West,Katsina,Sandamu,Tier 5,0
North West,Kaduna,Sanga,Tier 5,0
South South,Delta,Sapele,Tier 5,0
North East,Taraba,Sardauna,Tier 5,0
South West,Ogun,Shagamu,Tier 5,0
North West,Sokoto,Shagari,Tier 5,0
North West,Kebbi,Shanga,Tier 5,0
North East,Borno,Shani,Tier 5,0
North West,Kano,Shanono,Tier 5,0
North East,Adamawa,Shelleng,Tier 5,0
North Central,Plateau,Shendam,Tier 5,0
North East,Bauchi,Shira,Tier 5,0
North Central,Niger,Shiroro,Tier 5,0
North East,Gombe,Shongom,Tier 5,0
North West,Sokoto,Silame,Tier 5,0
North West,Kaduna,Soba,Tier 5,0
North West,Sokoto,Sokoto North,Tier 5,0
North West,Sokoto,Sokoto South,Tier 5,0
South West,Lagos,Somolu,Tier 5,0
North East,Adamawa,Song,Tier 5,0
South South,Bayelsa,Southern Ijaw,Tier 5,0
North West,Jigawa,Sule Tankarkar,Tier 5,0
North Central,Niger,Suleja,Tier 5,0
North West,Kano,Sumaila,Tier 5,0
North West,Kebbi,Suru,Tier 5,0
South West,Oyo,Surulere,Tier 5,0
North Central,Niger,Tafa,Tier 5,0
North East,Bauchi,Tafawa Balewa,Tier 5,0
South South,Rivers,Tai,Tier 5,0
North West,Kano,Takai,Tier 5,0
North East,Taraba,Takum,Tier 5,0
North West,Zamfara,Talata-Mafara,Tier 5,0
North West,Sokoto,Tambuwal,Tier 5,0
North West,Sokoto,Tangaza,Tier 5,0
North West,Kano,Tarauni,Tier 5,0
North Central,Benue,Tarka,Tier 5,0
North East,Yobe,Tarmuwa,Tier 5,0
North West,Jigawa,Taura,Tier 5,0
North West,Kano,Tofa,Tier 5,0
North East,Bauchi,Toro,Tier 5,0
North Central,Nasarawa,Toto,Tier 5,0
North East,Adamawa,Toungo,Tier 5,0
North West,Zamfara,Tsafe,Tier 5,0
North West,Kano,Tsanyawa,Tier 5,0
North West,Kano,Tudun Wada,Tier 5,0
South East,Enugu,Udenu,Tier 5,0
South East,Enugu,Udi,Tier 5,0
South South,Delta,Udu,Tier 5,0
South South,Akwa-Ibom,Udung-Uko,Tier 5,0
South South,Delta,Ughelli North,Tier 5,0
South South,Delta,Ughelli South,Tier 5,0
South East,Abia,Ugwunagbo,Tier 5,0
South South,Edo,Uhunmwonde,Tier 5,0
South South,Akwa-Ibom,Ukanafun,Tier 5,0
North Central,Benue,Ukum,Tier 5,0
South East,Abia,Ukwa East,Tier 5,0
South East,Abia,Ukwa West,Tier 5,0
South South,Delta,Ukwuani,Tier 5,0
South East,Abia,Umu Nneochi,Tier 5,0
South East,Abia,Umuahia North,Tier 5,0
South East,Abia,Umuahia South,Tier 5,0
North West,Kano,Ungogo,Tier 5,0
South South,Akwa-Ibom,Uruan,Tier 5,0
South South,Akwa-Ibom,Urue-Offong/Oruko,Tier 5,0
North Central,Benue,Ushongo,Tier 5,0
North East,Taraba,Ussa,Tier 5,0
South South,Delta,Uvwie,Tier 5,0
South South,Akwa-Ibom,Uyo,Tier 5,0
South East,Enugu,Uzo-Uwani,Tier 5,0
North Central,Benue,Vandeikya,Tier 5,0
North West,Sokoto,Wamakko,Tier 5,0
North Central,Nasarawa,Wamba,Tier 5,0
North West,Kano,Warawa,Tier 5,0
North East,Bauchi,Warji,Tier 5,0
South South,Delta,Warri North,Tier 5,0
South South,Delta,Warri South,Tier 5,0
South South,Delta,Warri South West,Tier 5,0
North Central,Plateau,Wase,Tier 5,0
North West,Kano,Wudil,Tier 5,0
North East,Taraba,Wukari,Tier 5,0
North West,Sokoto,Wurno,Tier 5,0
North Central,Niger,Wushishi,Tier 5,0
North West,Sokoto,Yabo,Tier 5,0
North Central,Kogi,Yagba East,Tier 5,0
North Central,Kogi,Yagba West,Tier 5,0
South South,Cross-River,Yakurr,Tier 5,0
South South,Cross-River,Yala,Tier 5,0
North East,Gombe,Yamaltu/Deba,Tier 5,0
North West,Jigawa,Yankwashi,Tier 5,0
North West,Kebbi,Yauri,Tier 5,0
South South,Bayelsa,Yenagoa,Tier 5,0
South West,Ogun,Yewa North,Tier 5,0
South West,Ogun,Yewa South,Tier 5,0
North East,Adamawa,Yola North,Tier 5,0
North East,Adamawa,Yola South,Tier 5,0
North East,Taraba,Yorro,Tier 5,0
North East,Yobe,Yunusari,Tier 5,0
North East,Yobe,Yusufari,Tier 5,0
North East,Bauchi,Zaki,Tier 5,0
North West,Katsina,Zango,Tier 5,0
North West,Kaduna,Zangon Kataf,Tier 5,0
North West,Kaduna,Zaria,Tier 5,0
North East,Taraba,Zing,Tier 5,0
North West,Zamfara,Zurmi,Tier 5,0
North West,Kebbi,Zuru,Tier 5,0
North Central,Nasarawa,keana,Tier 5,0
North Central,Kogi,ogori/magongo,Tier 5,0
