region,state,lga,Tier_avail_cap,Tier_all_metrics,Percentage_income_spend_on_energy,Household_income_dist,Household_income_value
North East,Bauchi,Bauchi,Tier 1,Tier 4,3,"N100,001 - N250,000",230000
North East,Bauchi,Bauchi,Tier 1,Tier 1,3,"N100,001 - N250,000",240000
North East,Bauchi,Bauchi,Tier 1,Tier 3,2,"N100,001 - N250,000",200000
North East,Bauchi,Bauchi,Tier 0,Tier 4,2,"N250,001 - N500,000",470000
North East,Yobe,Karasuwa,Tier 3,Tier 3,9,"N50,001 - N100,000",80000
North East,Bauchi,Darazo,Tier 1,Tier 1,2,"N100,001 - N250,000",240000
North East,Bauchi,Darazo,Tier 1,Tier 1,1,"N100,001 - N250,000",130000
North Central,Plateau,Mikang,Tier 0,Tier 0,0,"N100,001 - N250,000",120000
North Central,Plateau,Mikang,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
North Central,Plateau,Mikang,Tier 0,Tier 0,0,"N50,001 - N100,000",90000
North Central,Plateau,Mikang,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
North Central,Plateau,Mikang,Tier 0,Tier 0,0,"N50,001 - N100,000",65000
North Central,Plateau,Mikang,Tier 0,Tier 0,0,"N50,001 - N100,000",55000
North Central,Plateau,Mikang,Tier 0,Tier 0,0,"N100,001 - N250,000",200000
North Central,Plateau,Mikang,Tier 0,Tier 0,16,"N50,001 - N100,000",80000
North Central,Plateau,Mikang,Tier 0,Tier 0,0,"N50,001 - N100,000",56000
North Central,Nasarawa,Toto,Tier 3,Tier 4,3,"N50,001 - N100,000",100000
North Central,Benue,Obi,Tier 1,Tier 3,4,"N50,001 - N100,000",90000
North Central,Plateau,Bokkos,Tier 1,Tier 1,7,"N50,001 - N100,000",60000
North Central,Plateau,Bokkos,Tier 0,Tier 0,0,"N0 -  N50,000",50000
North Central,Plateau,Bokkos,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
North Central,Niger,Mashegu,Tier 0,Tier 4,4,"N100,001 - N250,000",140000
North Central,Niger,Mashegu,Tier 0,Tier 4,4,"N100,001 - N250,000",150000
North Central,Niger,Mashegu,Tier 0,Tier 4,5,"N100,001 - N250,000",120000
North Central,Niger,Mashegu,Tier 0,Tier 4,4,"N50,001 - N100,000",90000
North Central,Niger,Mashegu,Tier 0,Tier 4,5,"N100,001 - N250,000",130000
North Central,Niger,Mashegu,Tier 0,Tier 4,4,"N50,001 - N100,000",70000
North Central,Niger,Mashegu,Tier 0,Tier 4,3,"N100,001 - N250,000",140000
North Central,Niger,Magama,Tier 1,Tier 1,12,"N50,001 - N100,000",60000
North Central,Niger,Magama,Tier 0,Tier 4,4,"N100,001 - N250,000",140000
North Central,Niger,Magama,Tier 0,Tier 3,5,"N50,001 - N100,000",80000
North Central,Niger,Magama,Tier 0,Tier 4,3,"N100,001 - N250,000",120000
North Central,Niger,Magama,Tier 0,Tier 4,6,"N50,001 - N100,000",70000
North Central,Niger,Magama,Tier 0,Tier 4,4,"N50,001 - N100,000",100000
North Central,Niger,Magama,Tier 0,Tier 4,4,"N50,001 - N100,000",90000
North Central,Plateau,Bokkos,Tier 0,Tier 0,0,"N100,001 - N250,000",180000
North Central,Plateau,Bokkos,Tier 1,Tier 1,15,"N0 -  N50,000",40000
North Central,Plateau,Jos North,Tier 1,Tier 2,8,"N50,001 - N100,000",65000
North Central,Nasarawa,Karu,Tier 1,Tier 1,111,"N100,001 - N250,000",150000
North Central,Nasarawa,Karu,Tier 1,Tier 1,53,"N100,001 - N250,000",150000
North Central,Nasarawa,Karu,Tier 1,Tier 1,20,"N0 -  N50,000",35000
North Central,Nasarawa,Keffi,Tier 1,Tier 1,11,"N50,001 - N100,000",65000
North Central,Nasarawa,Keffi,Tier 1,Tier 1,314,"N100,001 - N250,000",110000
North Central,Nasarawa,Keffi,Tier 1,Tier 3,11,"N100,001 - N250,000",150000
North Central,Nasarawa,Keffi,Tier 1,Tier 3,19,"N0 -  N50,000",45000
North Central,Nasarawa,Keffi,Tier 1,Tier 1,15,"N100,001 - N250,000",110000
North Central,Nasarawa,Awe,Tier 3,Tier 4,13,"N50,001 - N100,000",60000
North Central,Nasarawa,Awe,Tier 0,Tier 2,10,"N0 -  N50,000",20000
South East,Ebonyi,Ivo,Tier 2,Tier 2,3,"N50,001 - N100,000",100000
South East,Ebonyi,Ivo,Tier 3,Tier 3,3,"N100,001 - N250,000",120000
South East,Imo,Oru East,Tier 0,Tier 0,11,"N100,001 - N250,000",180000
South East,Imo,Ngor Okpala,Tier 1,Tier 1,1,"N100,001 - N250,000",200000
South East,Imo,Ngor Okpala,Tier 1,Tier 1,1,"N100,001 - N250,000",120000
South East,Imo,Ngor Okpala,Tier 3,Tier 3,1,"N100,001 - N250,000",250000
South East,Imo,Ngor Okpala,Tier 0,Tier 0,1,"N100,001 - N250,000",200000
South East,Imo,Ngor Okpala,Tier 0,Tier 0,62,"N250,001 - N500,000",300000
South East,Imo,Ngor Okpala,Tier 0,Tier 0,47,"N250,001 - N500,000",400000
South East,Imo,Ngor Okpala,Tier 0,Tier 0,39,"N250,001 - N500,000",400000
South East,Imo,Ngor Okpala,Tier 0,Tier 0,44,"N250,001 - N500,000",350000
South East,Imo,Ngor Okpala,Tier 1,Tier 1,1,"N250,001 - N500,000",300000
South East,Imo,Ngor Okpala,Tier 1,Tier 1,62,"N250,001 - N500,000",300000
South East,Anambra,Njikoka,Tier 1,Tier 3,10,"N50,001 - N100,000",100000
South East,Anambra,Njikoka,Tier 3,Tier 3,5,"N100,001 - N250,000",150000
South East,Anambra,Njikoka,Tier 3,Tier 3,5,"N100,001 - N250,000",200000
South East,Anambra,Njikoka,Tier 3,Tier 3,6,"N50,001 - N100,000",90000
South East,Anambra,Njikoka,Tier 1,Tier 4,41,"N100,001 - N250,000",250000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,3,"N100,001 - N250,000",200000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,8,"N50,001 - N100,000",60000
South East,Enugu,Igbo Eze North,Tier 3,Tier 4,9,"N50,001 - N100,000",80000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,2,"N100,001 - N250,000",250000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,6,"N50,001 - N100,000",100000
South East,Enugu,Uzo-Uwani,Tier 1,Tier 4,3,"N100,001 - N250,000",200000
South East,Enugu,Igbo Eze North,Tier 3,Tier 3,7,"N50,001 - N100,000",70000
South East,Enugu,Uzo-Uwani,Tier 0,Tier 4,4,"N100,001 - N250,000",200000
South East,Anambra,Njikoka,Tier 1,Tier 3,7,"N100,001 - N250,000",120000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,9,"N50,001 - N100,000",70000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,6,"N50,001 - N100,000",85000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,3,"N100,001 - N250,000",210000
South East,Enugu,Igbo Eze North,Tier 1,Tier 4,8,"N50,001 - N100,000",60000
South East,Enugu,Uzo-Uwani,Tier 1,Tier 4,3,"N100,001 - N250,000",240000
South East,Enugu,Uzo-Uwani,Tier 0,Tier 4,3,"N100,001 - N250,000",200000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,5,"N100,001 - N250,000",120000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,8,"N50,001 - N100,000",65000
South East,Enugu,Uzo-Uwani,Tier 0,Tier 4,3,"N100,001 - N250,000",250000
South East,Enugu,Uzo-Uwani,Tier 0,Tier 4,2,"N250,001 - N500,000",300000
South East,Enugu,Igbo Eze North,Tier 0,Tier 3,6,"N50,001 - N100,000",85000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,6,"N100,001 - N250,000",120000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,3,"N100,001 - N250,000",200000
South East,Abia,Umu Nneochi,Tier 0,Tier 0,0,"N100,001 - N250,000",150000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,5,"N100,001 - N250,000",120000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,3,"N100,001 - N250,000",180000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,3,"N250,001 - N500,000",270000
South East,Anambra,Njikoka,Tier 1,Tier 3,8,"N100,001 - N250,000",250000
South East,Enugu,Enugu North,Tier 1,Tier 4,4,"N100,001 - N250,000",200000
South East,Enugu,Enugu South,Tier 0,Tier 4,5,"N50,001 - N100,000",80000
South East,Anambra,Njikoka,Tier 1,Tier 3,7,"N100,001 - N250,000",150000
South East,Enugu,Enugu South,Tier 1,Tier 4,7,"N50,001 - N100,000",70000
South East,Anambra,Njikoka,Tier 1,Tier 1,5,"N100,001 - N250,000",150000
South East,Enugu,Enugu East,Tier 1,Tier 1,7,"N100,001 - N250,000",150000
South East,Anambra,Njikoka,Tier 1,Tier 3,5,"N50,001 - N100,000",80000
South East,Imo,Oguta,Tier 2,Tier 2,3,"N50,001 - N100,000",100000
South East,Imo,Oguta,Tier 1,Tier 2,3,"N50,001 - N100,000",80000
South East,Imo,Oguta,Tier 3,Tier 3,4,"N50,001 - N100,000",60000
South East,Imo,Oguta,Tier 1,Tier 1,9,"N100,001 - N250,000",150000
South East,Imo,Oguta,Tier 2,Tier 2,5,"N50,001 - N100,000",100000
South East,Imo,Oguta,Tier 3,Tier 4,2,"N100,001 - N250,000",120000
South East,Imo,Oguta,Tier 1,Tier 1,2,"N100,001 - N250,000",120000
South East,Imo,Oguta,Tier 2,Tier 2,2,"N100,001 - N250,000",120000
South East,Imo,Oguta,Tier 3,Tier 3,2,"N100,001 - N250,000",120000
South East,Imo,Oguta,Tier 3,Tier 3,2,"N100,001 - N250,000",120000
South East,Enugu,Enugu South,Tier 3,Tier 3,3,"N250,001 - N500,000",400000
South East,Enugu,Enugu South,Tier 3,Tier 4,2,"N250,001 - N500,000",450000
North West,Jigawa,Gagarawa,Tier 2,Tier 2,7,"N50,001 - N100,000",70000
North West,Jigawa,Gagarawa,Tier 1,Tier 2,5,"N50,001 - N100,000",100000
North West,Jigawa,Gagarawa,Tier 2,Tier 2,1,"N500,001 - N1,000,000",800000
North West,Jigawa,Gagarawa,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
North West,Jigawa,Gagarawa,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
North West,Jigawa,Gagarawa,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
North West,Jigawa,Gagarawa,Tier 0,Tier 0,0,"N100,001 - N250,000",120000
North West,Jigawa,Gagarawa,Tier 0,Tier 0,0,"N50,001 - N100,000",100000
North West,Jigawa,Garki,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
North West,Jigawa,Garki,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
North West,Jigawa,Garki,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
North West,Jigawa,Garki,Tier 0,Tier 0,0,"N0 -  N50,000",50000
North West,Jigawa,Garki,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
North West,Kaduna,Kudan,Tier 1,Tier 1,1,"N100,001 - N250,000",110000
North West,Jigawa,Garki,Tier 1,Tier 2,5,"N50,001 - N100,000",100000
North West,Jigawa,Garki,Tier 1,Tier 2,6,"N50,001 - N100,000",80000
North West,Katsina,Zango,Tier 0,Tier 4,3,"N50,001 - N100,000",60000
North West,Katsina,Zango,Tier 0,Tier 3,2,"N50,001 - N100,000",90000
North West,Katsina,Zango,Tier 0,Tier 3,3,"N50,001 - N100,000",70000
North West,Katsina,Zango,Tier 0,Tier 4,1,"N100,001 - N250,000",110000
North West,Katsina,Zango,Tier 0,Tier 0,0,"N50,001 - N100,000",70800
North West,Katsina,Zango,Tier 0,Tier 2,5,"N50,001 - N100,000",60000
North West,Katsina,Zango,Tier 0,Tier 0,0,"N0 -  N50,000",40000
North West,Katsina,Zango,Tier 0,Tier 4,3,"N50,001 - N100,000",80000
North West,Katsina,Kafur,Tier 1,Tier 1,6,"N100,001 - N250,000",120000
North West,Kano,Rano,Tier 1,Tier 3,2,"N50,001 - N100,000",90000
North West,Katsina,Kusada,Tier 1,Tier 1,5,"N50,001 - N100,000",80000
North West,Kano,Rano,Tier 1,Tier 1,2,"N50,001 - N100,000",60000
North West,Kano,Gabasawa,Tier 1,Tier 1,6,"N50,001 - N100,000",77000
North West,Kebbi,Gwandu,Tier 0,Tier 0,20,"N50,001 - N100,000",80000
North West,Sokoto,Shagari,Tier 0,Tier 0,3,"N50,001 - N100,000",90000
North West,Sokoto,Shagari,Tier 0,Tier 0,3,"N100,001 - N250,000",120000
North West,Kano,Rano,Tier 1,Tier 2,1,"N100,001 - N250,000",120000
North West,Kaduna,Kauru,Tier 0,Tier 0,0,"N50,001 - N100,000",65000
North West,Kano,Ungogo,Tier 0,Tier 2,2,"N50,001 - N100,000",60000
North West,Kano,Rano,Tier 3,Tier 3,1,"N100,001 - N250,000",130000
North West,Kebbi,Gwandu,Tier 1,Tier 2,14,"N50,001 - N100,000",80000
North West,Kano,Tudun Wada,Tier 1,Tier 1,3,"N50,001 - N100,000",70000
North West,Kaduna,Kajuru,Tier 1,Tier 1,5,"N50,001 - N100,000",85000
North West,Kaduna,Jaba,Tier 0,Tier 0,0,"N100,001 - N250,000",110000
North West,Kaduna,Jaba,Tier 0,Tier 0,0,"N50,001 - N100,000",98000
North West,Kaduna,Jaba,Tier 0,Tier 0,2,"N100,001 - N250,000",190000
North West,Kano,Gwale,Tier 3,Tier 4,4,"N100,001 - N250,000",130000
North West,Kaduna,Kaduna North,Tier 1,Tier 3,6,"N50,001 - N100,000",63000
North West,Kaduna,Kaduna North,Tier 1,Tier 3,8,"N100,001 - N250,000",180000
North West,Kaduna,Kaduna North,Tier 1,Tier 3,12,"N50,001 - N100,000",52000
North West,Zamfara,Gummi,Tier 1,Tier 1,5,"N0 -  N50,000",40000
North West,Kano,Gwale,Tier 3,Tier 3,4,"N50,001 - N100,000",80000
North West,Zamfara,Gummi,Tier 0,Tier 0,0,"N0 -  N50,000",50000
North West,Kano,Gwale,Tier 1,Tier 1,3,"N100,001 - N250,000",120000
North West,Kano,Gwale,Tier 1,Tier 3,3,"N100,001 - N250,000",180000
North West,Jigawa,Kazaure,Tier 2,Tier 2,2,"N250,001 - N500,000",450000
North West,Kano,Dala,Tier 3,Tier 3,2,"N50,001 - N100,000",81560
North West,Kano,Dala,Tier 1,Tier 3,2,"N50,001 - N100,000",83000
North West,Kano,Bichi,Tier 1,Tier 1,3,"N50,001 - N100,000",70000
North West,Kano,Doguwa,Tier 1,Tier 1,2,"N50,001 - N100,000",55000
North West,Kano,Tofa,Tier 1,Tier 2,2,"N50,001 - N100,000",55000
North West,Katsina,Rimi,Tier 1,Tier 1,7,"N50,001 - N100,000",95000
North West,Katsina,Rimi,Tier 1,Tier 1,3,"N100,001 - N250,000",120000
North West,Katsina,Rimi,Tier 1,Tier 1,5,"N50,001 - N100,000",78000
North West,Katsina,Rimi,Tier 1,Tier 1,6,"N100,001 - N250,000",140000
North West,Katsina,Rimi,Tier 1,Tier 1,4,"N50,001 - N100,000",90000
North West,Katsina,Rimi,Tier 1,Tier 1,6,"N100,001 - N250,000",150000
North West,Katsina,Rimi,Tier 1,Tier 1,7,"N100,001 - N250,000",115000
North West,Katsina,Rimi,Tier 1,Tier 1,5,"N100,001 - N250,000",150000
North East,Adamawa,Gombi,Tier 1,Tier 1,7,"N50,001 - N100,000",60000
North East,Bauchi,Misau,Tier 0,Tier 4,8,"N50,001 - N100,000",80000
North East,Bauchi,Misau,Tier 0,Tier 4,3,"N100,001 - N250,000",150000
North East,Borno,Bayo,Tier 3,Tier 3,7,"N50,001 - N100,000",65000
North East,Borno,Bayo,Tier 3,Tier 4,13,"N50,001 - N100,000",70000
North East,Borno,Bayo,Tier 1,Tier 3,7,"N50,001 - N100,000",69000
North East,Borno,Bayo,Tier 3,Tier 4,5,"N50,001 - N100,000",85000
North East,Borno,Bayo,Tier 1,Tier 3,16,"N0 -  N50,000",30000
North East,Borno,Bayo,Tier 3,Tier 3,11,"N0 -  N50,000",40000
North East,Borno,Bayo,Tier 3,Tier 3,10,"N0 -  N50,000",40000
North East,Gombe,Nafada,Tier 0,Tier 2,7,"N0 -  N50,000",30000
North East,Bauchi,Misau,Tier 1,Tier 1,9,"N50,001 - N100,000",70000
North East,Gombe,Nafada,Tier 3,Tier 3,3,"N50,001 - N100,000",70000
North East,Bauchi,Misau,Tier 0,Tier 4,4,"N100,001 - N250,000",200000
North East,Bauchi,Misau,Tier 3,Tier 3,3,"N100,001 - N250,000",180000
North East,Gombe,Nafada,Tier 0,Tier 2,1,"N100,001 - N250,000",150000
North East,Bauchi,Misau,Tier 3,Tier 4,4,"N100,001 - N250,000",120000
North East,Gombe,Nafada,Tier 3,Tier 4,2,"N100,001 - N250,000",150000
North East,Bauchi,Jama'are,Tier 1,Tier 3,3,"N100,001 - N250,000",120000
North East,Gombe,Nafada,Tier 0,Tier 4,3,"N100,001 - N250,000",120000
North East,Borno,Hawul,Tier 3,Tier 3,1,"N100,001 - N250,000",230000
North East,Borno,Hawul,Tier 1,Tier 3,6,"N50,001 - N100,000",60000
North East,Borno,Hawul,Tier 3,Tier 3,10,"N50,001 - N100,000",80000
North East,Borno,Hawul,Tier 3,Tier 3,3,"N50,001 - N100,000",100000
North East,Borno,Hawul,Tier 3,Tier 3,3,"N100,001 - N250,000",120000
North East,Gombe,Nafada,Tier 0,Tier 4,15,"N0 -  N50,000",20000
North East,Gombe,Nafada,Tier 3,Tier 3,2,"N100,001 - N250,000",180000
North East,Yobe,Yunusari,Tier 1,Tier 3,4,"N100,001 - N250,000",150000
North East,Gombe,Nafada,Tier 1,Tier 2,5,"N0 -  N50,000",30000
North East,Gombe,Nafada,Tier 0,Tier 4,4,"N50,001 - N100,000",70000
North East,Gombe,Nafada,Tier 0,Tier 4,3,"N0 -  N50,000",30000
North East,Gombe,Nafada,Tier 0,Tier 4,4,"N50,001 - N100,000",75000
North East,Bauchi,Dass,Tier 1,Tier 1,2,"N50,001 - N100,000",85000
North East,Borno,Hawul,Tier 1,Tier 1,5,"N50,001 - N100,000",100000
North East,Borno,Hawul,Tier 3,Tier 3,2,"N100,001 - N250,000",200000.01
North East,Borno,Hawul,Tier 1,Tier 3,3,"N100,001 - N250,000",150000
North East,Borno,Biu,Tier 3,Tier 3,6,"N50,001 - N100,000",80000
North East,Borno,Biu,Tier 3,Tier 4,4,"N100,001 - N250,000",120000
North East,Borno,Biu,Tier 3,Tier 3,7,"N50,001 - N100,000",70000
North East,Borno,Biu,Tier 1,Tier 3,17,"N0 -  N50,000",30000
North East,Yobe,Tarmuwa,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
North East,Borno,Konduga,Tier 1,Tier 1,4,"N50,001 - N100,000",90000
North East,Bauchi,Darazo,Tier 1,Tier 1,40,"N0 -  N50,000",10000
North East,Bauchi,Darazo,Tier 1,Tier 2,13,"N0 -  N50,000",30000
North East,Bauchi,Darazo,Tier 0,Tier 2,9,"N0 -  N50,000",40000
North East,Bauchi,Darazo,Tier 1,Tier 1,10,"N0 -  N50,000",30000
North East,Bauchi,Bauchi,Tier 1,Tier 1,4,"N50,001 - N100,000",100000
North East,Bauchi,Darazo,Tier 1,Tier 1,5,"N50,001 - N100,000",80000
North East,Yobe,Tarmuwa,Tier 0,Tier 0,0,"N0 -  N50,000",46000
North East,Yobe,Bade,Tier 1,Tier 4,5,"N100,001 - N250,000",150000
North East,Yobe,Nguru,Tier 3,Tier 3,6,"N100,001 - N250,000",170000
North East,Yobe,Nguru,Tier 1,Tier 4,4,"N0 -  N50,000",45000
North East,Borno,Kaga,Tier 0,Tier 0,0,"N250,001 - N500,000",265000
North East,Borno,Kaga,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
North East,Borno,Jere,Tier 1,Tier 1,5,"N50,001 - N100,000",55000
North East,Borno,Jere,Tier 0,Tier 0,0,"N0 -  N50,000",30000
North East,Borno,Nganzai,Tier 0,Tier 0,0,"N50,001 - N100,000",65000
North East,Borno,Nganzai,Tier 0,Tier 0,0,"N0 -  N50,000",20000
South West,Osun,Irepodun,Tier 0,Tier 0,4,"N50,001 - N100,000",80000
North Central,Niger,Borgu,Tier 0,Tier 4,4,"N50,001 - N100,000",90000
North Central,Niger,Borgu,Tier 1,Tier 1,14,"N50,001 - N100,000",100000
North Central,Nasarawa,Awe,Tier 0,Tier 0,0,"N50,001 - N100,000",63000
North Central,Nasarawa,Awe,Tier 0,Tier 0,27,"N100,001 - N250,000",170000
North Central,Nasarawa,Awe,Tier 0,Tier 0,0,"N50,001 - N100,000",90000
North Central,Nasarawa,Awe,Tier 1,Tier 1,8,"N100,001 - N250,000",200000
North Central,Nasarawa,Awe,Tier 0,Tier 3,17,"N50,001 - N100,000",60000
North Central,Niger,Borgu,Tier 0,Tier 4,4,"N100,001 - N250,000",110000
North Central,Nasarawa,Doma,Tier 1,Tier 1,4,"N100,001 - N250,000",200000
North Central,Nasarawa,Doma,Tier 1,Tier 3,16,"N250,001 - N500,000",300000
North Central,Nasarawa,keana,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
North Central,Niger,Borgu,Tier 0,Tier 4,4,"N100,001 - N250,000",120000
North Central,Niger,Borgu,Tier 0,Tier 4,7,"N100,001 - N250,000",150000
North Central,Niger,Borgu,Tier 0,Tier 4,7,"N50,001 - N100,000",85000
North Central,Niger,Borgu,Tier 0,Tier 4,5,"N100,001 - N250,000",140000
South East,Ebonyi,Ivo,Tier 2,Tier 2,3,"N50,001 - N100,000",100000
South East,Ebonyi,Ivo,Tier 3,Tier 3,3,"N100,001 - N250,000",120000
South East,Imo,Oru East,Tier 0,Tier 0,11,"N100,001 - N250,000",180000
South East,Ebonyi,Ivo,Tier 3,Tier 3,5,"N50,001 - N100,000",80000
South East,Ebonyi,Ivo,Tier 3,Tier 3,4,"N100,001 - N250,000",170000
South East,Imo,Obowo,Tier 1,Tier 1,82,"N0 -  N50,000",50000
South East,Imo,Ngor Okpala,Tier 1,Tier 1,1,"N100,001 - N250,000",200000
South East,Imo,Ngor Okpala,Tier 1,Tier 1,1,"N100,001 - N250,000",120000
South East,Imo,Ngor Okpala,Tier 1,Tier 3,1,"N100,001 - N250,000",250000
South East,Imo,Ngor Okpala,Tier 0,Tier 0,1,"N100,001 - N250,000",200000
South East,Imo,Ngor Okpala,Tier 0,Tier 0,62,"N250,001 - N500,000",300000
South East,Imo,Ngor Okpala,Tier 0,Tier 0,47,"N250,001 - N500,000",400000
South East,Imo,Ngor Okpala,Tier 0,Tier 0,39,"N250,001 - N500,000",400000
South East,Imo,Ngor Okpala,Tier 0,Tier 0,44,"N250,001 - N500,000",350000
South East,Imo,Ngor Okpala,Tier 1,Tier 1,1,"N250,001 - N500,000",300000
South East,Imo,Ngor Okpala,Tier 1,Tier 1,62,"N250,001 - N500,000",300000
South East,Anambra,Njikoka,Tier 1,Tier 3,10,"N50,001 - N100,000",100000
South East,Anambra,Njikoka,Tier 1,Tier 3,5,"N100,001 - N250,000",150000
South East,Anambra,Njikoka,Tier 1,Tier 3,5,"N100,001 - N250,000",200000
South East,Anambra,Njikoka,Tier 3,Tier 3,6,"N50,001 - N100,000",90000
South East,Anambra,Njikoka,Tier 1,Tier 4,41,"N100,001 - N250,000",250000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,3,"N100,001 - N250,000",200000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,8,"N50,001 - N100,000",60000
South East,Enugu,Igbo Eze North,Tier 3,Tier 4,9,"N50,001 - N100,000",80000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,2,"N100,001 - N250,000",250000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,6,"N50,001 - N100,000",100000
South East,Enugu,Uzo-Uwani,Tier 1,Tier 3,3,"N100,001 - N250,000",200000
South East,Enugu,Igbo Eze North,Tier 3,Tier 3,7,"N50,001 - N100,000",70000
South East,Enugu,Uzo-Uwani,Tier 0,Tier 4,4,"N100,001 - N250,000",200000
South East,Anambra,Njikoka,Tier 1,Tier 1,7,"N100,001 - N250,000",120000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,9,"N50,001 - N100,000",70000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,6,"N50,001 - N100,000",85000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,3,"N100,001 - N250,000",210000
South East,Enugu,Igbo Eze North,Tier 1,Tier 4,8,"N50,001 - N100,000",60000
South East,Enugu,Uzo-Uwani,Tier 1,Tier 4,3,"N100,001 - N250,000",240000
South East,Enugu,Uzo-Uwani,Tier 0,Tier 4,3,"N100,001 - N250,000",200000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,5,"N100,001 - N250,000",120000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,8,"N50,001 - N100,000",65000
South East,Enugu,Uzo-Uwani,Tier 0,Tier 4,3,"N100,001 - N250,000",250000
South East,Enugu,Uzo-Uwani,Tier 0,Tier 4,2,"N250,001 - N500,000",300000
South East,Enugu,Igbo Eze North,Tier 0,Tier 3,6,"N50,001 - N100,000",85000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,6,"N100,001 - N250,000",120000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,3,"N100,001 - N250,000",200000
South East,Abia,Umu Nneochi,Tier 0,Tier 0,0,"N100,001 - N250,000",150000
South East,Enugu,Igbo Eze North,Tier 0,Tier 4,5,"N100,001 - N250,000",120000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,3,"N100,001 - N250,000",180000
South East,Enugu,Uzo-Uwani,Tier 3,Tier 4,3,"N250,001 - N500,000",270000
South East,Anambra,Njikoka,Tier 1,Tier 3,8,"N100,001 - N250,000",250000
South East,Enugu,Enugu North,Tier 1,Tier 4,4,"N100,001 - N250,000",200000
South East,Enugu,Enugu South,Tier 0,Tier 4,5,"N50,001 - N100,000",80000
South East,Anambra,Njikoka,Tier 1,Tier 3,7,"N100,001 - N250,000",150000
South East,Enugu,Enugu South,Tier 1,Tier 4,7,"N50,001 - N100,000",70000
South East,Anambra,Njikoka,Tier 3,Tier 3,5,"N100,001 - N250,000",150000
South East,Enugu,Enugu East,Tier 1,Tier 1,7,"N100,001 - N250,000",150000
South East,Anambra,Njikoka,Tier 1,Tier 3,5,"N50,001 - N100,000",80000
South East,Imo,Oguta,Tier 2,Tier 2,3,"N50,001 - N100,000",100000
South East,Imo,Oguta,Tier 1,Tier 2,3,"N50,001 - N100,000",80000
South East,Imo,Oguta,Tier 3,Tier 3,4,"N50,001 - N100,000",60000
South East,Imo,Oguta,Tier 1,Tier 1,9,"N100,001 - N250,000",150000
South East,Imo,Oguta,Tier 2,Tier 2,5,"N50,001 - N100,000",100000
South East,Imo,Oguta,Tier 3,Tier 4,2,"N100,001 - N250,000",120000
South East,Imo,Oguta,Tier 1,Tier 1,2,"N100,001 - N250,000",120000
South East,Imo,Oguta,Tier 2,Tier 2,2,"N100,001 - N250,000",120000
South East,Imo,Oguta,Tier 3,Tier 3,2,"N100,001 - N250,000",120000
South East,Imo,Oguta,Tier 3,Tier 3,2,"N100,001 - N250,000",120000
South East,Enugu,Enugu South,Tier 3,Tier 3,3,"N250,001 - N500,000",400000
South East,Enugu,Enugu South,Tier 3,Tier 4,2,"N250,001 - N500,000",450000
South East,Ebonyi,Ohaukwu,Tier 2,Tier 2,3,"N100,001 - N250,000",150000
South East,Enugu,Nkanu East,Tier 0,Tier 0,4,"N50,001 - N100,000",80000
South East,Enugu,Nkanu East,Tier 0,Tier 0,6,"N0 -  N50,000",50000
South East,Enugu,Nkanu East,Tier 0,Tier 0,53,"N100,001 - N250,000",120000
